Date,Province,Test Total Tests Conducted till date,Rapid Total Tests Conducted till date,Grand Total Tests Conducted till date,PCases Cumulative,Test Positivity Ratio,Acases Cumulative,Grand Total Cases in Last 24 hours,Grand Total Cases till date,Death Cumulative / Total Deaths,Died in Hospital On Ventilator,Died in Hospital Off Ventilator,,Fetaility Ratio,Ventilator Fetality Ratio,Clinic Total No. Of Beds Allocated for COVID Patients,Clinic Total No. of Beds with Oxygen Facility allocated for COVID Patients,Clinic Total No. Of Ventilators allocated for COVID Patients,Clinic Patients Admitted in last 24 Hours,Clinic Total No. Of COVID Patients currently Admitted,Clinic Total No of Patients Clinically Stable,Clinic On Low Flow Oxygen,Clinic On High Flow Oxygen,Clinic Total (on Oxygen),Clinic Total No. of Patients currently on Ventilator,Clinic Total No of Patients in Quarantine at Home or Elsewhere,Clinic Total Numbers Recovered and Discharged so far,DEATH_TOTAL_COL,Healtcare Stress Index,Oxygen Dependency Ratio,Recovery Velocity
28-Jan-21,Balochistan,"174,866",0,"174,866","18,798",10.75,0,10,"18,798",194,0,1,0,1.03,0,"1,103",827,82,0,5,0,0,5,5,0,236,"18,363",194,0.45,100,77.81
28-Jan-21,Gilgit Baltistan,"75,821",655,"76,536","4,905",6.41,4,3,"4,909",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,14,"4,787",102,1.46,100,341.93
28-Jan-21,Islamabad,"960,660","9,047","969,707","41,142",4.24,34,100,"41,176",476,0,4,0,1.16,0,668,564,81,20,153,0,60,60,120,33,"1,351","39,196",476,22.9,78.43,29.01
28-Jan-21,KP,"903,076","33,299","936,375","65,431",6.99,"1,020",253,"66,451","1,879",1,8,0,2.83,2.63,"1,990","1,990",323,39,430,0,113,279,392,38,"2,288","61,656","1,879",21.61,91.16,26.95
28-Jan-21,Punjab,"2,893,569",0,"2,893,569","156,404",5.41,0,599,"156,404","4,681",10,7,3,2.99,6.94,"8,261","3,744",665,95,"1,083",364,278,297,575,144,"9,055","141,785","4,681",13.11,53.09,15.66
28-Jan-21,Sindh,"2,687,458","1,718","2,689,176","244,339",9.09,1,657,"244,340","3,969",6,1,5,1.62,6.98,"11,366","3,216",664,24,884,85,198,515,713,86,"16,863","222,623","3,969",7.78,80.66,13.2
29-Jan-21,AJK,"108,594",0,"108,594","8,972",8.26,0,19,"8,972",259,0,0,0,2.89,0,727,341,53,3,32,6,2,24,26,0,327,"8,354",259,4.4,81.25,25.55
29-Jan-21,Balochistan,"175,440",0,"175,440","18,809",10.72,0,11,"18,809",195,0,1,0,1.04,0,"1,103",827,82,0,4,0,0,4,4,0,189,"18,421",195,0.36,100,97.47
29-Jan-21,Gilgit Baltistan,"76,194",665,"76,859","4,904",6.38,4,0,"4,908",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,14,"4,787",102,1.46,100,341.93
29-Jan-21,Islamabad,"966,127","9,748","975,875","41,220",4.22,35,79,"41,255",475,0,1,0,1.15,0,668,564,81,16,153,8,61,53,114,31,"1,318","39,309",475,22.9,74.51,29.82
29-Jan-21,KP,"908,448","34,556","943,004","65,645",6.96,"1,034",223,"66,679","1,890",1,10,0,2.83,2.27,"1,990","1,990",323,38,432,0,113,275,388,44,"2,425","61,932","1,890",21.71,89.81,25.54
29-Jan-21,Punjab,"2,908,161",0,"2,908,161","156,928",5.4,0,524,"156,928","4,716",23,9,3,3.01,16.79,"8,261","3,744",665,76,"1,071",359,280,295,575,137,"9,150","141,991","4,716",12.96,53.69,15.52
29-Jan-21,Sindh,"2,700,100","1,708","2,701,808","245,662",9.09,1,"1,323","245,663","3,986",12,1,4,1.62,14.29,"11,366","3,216",664,19,869,82,200,503,703,84,"17,450","223,358","3,986",7.65,80.9,12.8
30-Jan-21,AJK,"108,934",0,"108,934","8,988",8.25,0,16,"8,988",260,0,1,0,2.89,0,727,341,53,3,33,6,4,23,27,0,326,"8,369",260,4.54,81.82,25.67
30-Jan-21,Balochistan,"176,154",0,"176,154","18,815",10.68,0,6,"18,815",195,0,0,0,1.04,0,"1,103",827,82,0,3,0,0,3,3,0,188,"18,429",195,0.27,100,98.03
30-Jan-21,Gilgit Baltistan,"76,553",676,"77,229","4,904",6.35,4,0,"4,908",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,14,"4,787",102,1.46,100,341.93
30-Jan-21,Islamabad,"972,073","10,515","982,588","41,324",4.21,35,104,"41,359",475,0,0,0,1.15,0,668,564,81,14,140,6,44,60,104,30,"1,305","39,439",475,20.96,74.29,30.22
30-Jan-21,KP,"914,173","35,500","949,673","65,903",6.94,"1,050",274,"66,953","1,897",0,7,0,2.83,0,"2,008","2,008",317,41,465,0,112,315,427,38,"2,393","62,198","1,897",23.16,91.83,25.99
30-Jan-21,Punjab,"2,922,869",0,"2,922,869","157,353",5.38,0,425,"157,353","4,736",10,8,2,3.01,7.09,"8,261","3,744",665,67,"1,063",364,276,282,558,141,"8,903","142,651","4,736",12.87,52.49,16.02
30-Jan-21,Sindh,"2,712,798","1,951","2,714,749","246,436",9.08,1,774,"246,437","3,992",6,0,0,1.62,7.5,"11,366","3,216",664,29,882,90,207,505,712,80,"17,462","224,101","3,992",7.76,80.73,12.83
31-Jan-21,AJK,"109,283",0,"109,283","9,019",8.25,0,31,"9,019",262,0,2,0,2.9,0,727,341,53,6,37,8,2,27,29,0,334,"8,386",262,5.09,78.38,25.11
31-Jan-21,Balochistan,"176,592",0,"176,592","18,823",10.66,0,8,"18,823",195,0,0,0,1.04,0,"1,103",827,82,0,4,0,0,4,4,0,145,"18,479",195,0.36,100,127.44
31-Jan-21,Gilgit Baltistan,"76,943",686,"77,629","4,905",6.32,4,1,"4,909",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,15,"4,787",102,1.46,100,319.13
31-Jan-21,Islamabad,"976,170","11,477","987,647","41,383",4.19,35,59,"41,418",475,0,0,0,1.15,0,668,564,81,10,140,6,48,56,104,30,"1,241","39,562",475,20.96,74.29,31.88
31-Jan-21,KP,"919,281","36,469","955,750","66,147",6.92,"1,067",261,"67,214","1,906",3,6,0,2.84,8.11,"2,008","2,008",317,31,455,0,116,302,418,37,"2,468","62,385","1,906",22.66,91.87,25.28
31-Jan-21,Punjab,"2,934,300",0,"2,934,300","157,796",5.38,0,443,"157,796","4,747",9,1,1,3.01,6.43,"8,261","3,744",665,49,"1,063",366,277,280,557,140,"8,997","142,989","4,747",12.87,52.4,15.89
31-Jan-21,Sindh,"2,723,829","1,951","2,725,780","247,248",9.07,1,812,"247,249","3,996",3,0,1,1.62,3.95,"11,366","3,216",664,21,837,69,197,495,692,76,"17,752","224,664","3,996",7.36,82.68,12.66
1-Feb-21,AJK,"109,610",0,"109,610","9,050",8.26,0,31,"9,050",264,0,2,0,2.92,0,727,341,53,2,29,4,1,24,25,0,353,"8,404",264,3.99,86.21,23.81
1-Feb-21,Balochistan,"177,016",0,"177,016","18,830",10.64,0,7,"18,830",196,0,1,0,1.04,0,"1,103",827,82,0,2,0,0,2,2,0,135,"18,497",196,0.18,100,137.01
1-Feb-21,Gilgit Baltistan,"77,284",706,"77,990","4,905",6.29,4,0,"4,909",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,14,"4,788",102,1.46,100,342
1-Feb-21,Islamabad,"981,794","12,024","993,818","41,458",4.17,35,75,"41,493",475,0,0,0,1.14,0,668,564,81,20,145,12,42,63,105,28,"1,197","39,676",475,21.71,72.41,33.15
1-Feb-21,KP,"924,673","37,373","962,046","66,345",6.9,"1,074",205,"67,419","1,912",3,3,0,2.84,7.69,"1,982","1,982",321,19,443,0,108,296,404,39,"2,527","62,537","1,912",22.35,91.2,24.75
1-Feb-21,Punjab,"2,949,179",0,"2,949,179","158,220",5.36,0,424,"158,220","4,793",28,12,6,3.03,18.67,"8,261","3,744",665,35,"1,066",364,276,276,552,150,"8,709","143,652","4,793",12.9,51.78,16.49
1-Feb-21,Sindh,"2,734,184","1,951","2,736,135","247,726",9.05,1,478,"247,727","4,004",3,1,4,1.62,3.85,"11,366","3,216",664,19,818,86,197,457,654,78,"17,922","224,983","4,004",7.2,79.95,12.55
2-Feb-21,AJK,"109,991",0,"109,991","9,073",8.25,0,23,"9,073",267,0,3,0,2.94,0,727,341,53,4,27,0,1,26,27,0,353,"8,426",267,3.71,100,23.87
2-Feb-21,Balochistan,"177,440",0,"177,440","18,836",10.62,0,6,"18,836",196,0,0,0,1.04,0,"1,103",827,82,0,1,0,0,1,1,0,123,"18,516",196,0.09,100,150.54
2-Feb-21,Gilgit Baltistan,"77,575",739,"78,314","4,906",6.26,4,1,"4,910",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,10,"4,793",102,1.46,100,479.3
2-Feb-21,Islamabad,"988,006","12,060","1,000,066","41,526",4.15,35,68,"41,561",475,0,0,0,1.14,0,668,564,81,12,138,11,40,62,102,25,"1,171","39,777",475,20.66,73.91,33.97
2-Feb-21,KP,"929,572","38,492","968,064","66,491",6.87,"1,098",170,"67,589","1,923",1,10,0,2.85,2.63,"1,982","1,982",321,45,452,0,113,301,414,38,"2,185","63,029","1,923",22.81,91.59,28.85
2-Feb-21,Punjab,"2,962,226",0,"2,962,226","158,793",5.36,0,573,"158,793","4,806",9,4,0,3.03,5.92,"8,261","3,744",665,115,"1,068",363,283,270,553,152,"8,711","144,208","4,806",12.93,51.78,16.55
2-Feb-21,Sindh,"2,743,202","1,951","2,745,153","248,269",9.04,1,543,"248,270","4,033",25,1,3,1.62,33.78,"11,366","3,216",664,20,779,80,182,443,625,74,"18,161","225,297","4,033",6.85,80.23,12.41
3-Feb-21,AJK,"110,429",0,"110,429","9,100",8.24,0,27,"9,100",269,0,2,0,2.96,0,727,341,53,12,37,5,2,30,32,0,349,"8,445",269,5.09,86.49,24.2
3-Feb-21,Balochistan,"177,898",0,"177,898","18,840",10.59,0,4,"18,840",196,0,0,0,1.04,0,"1,103",827,82,1,2,0,0,2,2,0,106,"18,536",196,0.18,100,174.87
3-Feb-21,Gilgit Baltistan,"77,953",755,"78,708","4,908",6.24,4,2,"4,912",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,11,"4,794",102,1.46,100,435.82
3-Feb-21,Islamabad,"993,883","12,078","1,005,961","41,620",4.14,35,94,"41,655",478,0,3,0,1.15,0,668,564,81,19,138,12,46,57,103,23,"1,168","39,871",478,20.66,74.64,34.14
3-Feb-21,KP,"935,387","39,395","974,782","66,684",6.84,"1,119",214,"67,803","1,931",0,8,0,2.85,0,"1,982","1,982",321,32,446,0,102,303,405,41,"2,192","63,234","1,931",22.5,90.81,28.85
3-Feb-21,Punjab,"2,980,461",0,"2,980,461","159,311",5.35,0,518,"159,311","4,821",11,4,0,3.03,7.64,"8,261","3,744",665,106,"1,071",365,281,281,562,144,"8,498","144,921","4,821",12.96,52.47,17.05
3-Feb-21,Sindh,"2,755,237","1,951","2,757,188","248,918",9.03,1,649,"248,919","4,036",2,0,1,1.62,2.9,"11,366","3,216",664,17,731,77,185,400,585,69,"18,135","226,017","4,036",6.43,80.03,12.46
4-Feb-21,AJK,"111,025",0,"111,025","9,144",8.24,0,44,"9,144",270,0,1,0,2.95,0,727,341,53,4,37,3,2,32,34,0,368,"8,469",270,5.09,91.89,23.01
4-Feb-21,Balochistan,"178,462",0,"178,462","18,844",10.56,0,4,"18,844",196,0,0,0,1.04,0,"1,103",827,82,0,1,0,0,1,1,0,100,"18,547",196,0.09,100,185.47
4-Feb-21,Gilgit Baltistan,"78,313",755,"79,068","4,909",6.21,4,1,"4,913",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,12,"4,794",102,1.46,100,399.5
4-Feb-21,Islamabad,"999,661","12,108","1,011,769","41,697",4.12,37,79,"41,734",478,0,0,0,1.15,0,668,564,81,26,138,12,48,55,103,23,"1,131","39,987",478,20.66,74.64,35.36
4-Feb-21,KP,"940,912","40,503","981,415","66,859",6.81,"1,145",201,"68,004","1,941",0,10,0,2.85,0,"1,982","1,982",321,33,433,0,96,298,394,39,"2,020","63,610","1,941",21.85,90.99,31.49
4-Feb-21,Punjab,"2,991,953",0,"2,991,953","159,705",5.34,0,394,"159,705","4,840",12,5,2,3.03,9.3,"8,261","3,744",665,49,"1,069",365,293,282,575,129,"8,115","145,681","4,840",12.94,53.79,17.95
4-Feb-21,Sindh,"2,766,362","2,393","2,768,755","249,497",9.01,1,579,"249,498","4,059",18,0,5,1.63,22.78,"11,366","3,216",664,19,662,62,169,352,521,79,"18,363","226,414","4,059",5.82,78.7,12.33
5-Feb-21,AJK,"111,420",0,"111,420","9,160",8.22,0,16,"9,160",270,0,0,0,2.95,0,727,341,53,3,39,3,2,34,36,0,363,"8,488",270,5.36,92.31,23.38
5-Feb-21,Balochistan,"179,028",0,"179,028","18,849",10.53,0,5,"18,849",196,0,0,0,1.04,0,"1,103",827,82,0,1,0,0,1,1,0,94,"18,558",196,0.09,100,197.43
5-Feb-21,Gilgit Baltistan,"78,635",783,"79,418","4,911",6.18,4,2,"4,915",102,0,0,0,2.08,0,343,171,40,0,5,0,3,2,5,0,14,"4,794",102,1.46,100,342.43
5-Feb-21,Islamabad,"1,003,306","12,125","1,015,431","41,782",4.11,37,85,"41,819",478,0,0,0,1.14,0,668,564,81,11,134,7,50,53,103,24,"1,133","40,074",478,20.06,76.87,35.37
5-Feb-21,KP,"946,008","41,491","987,499","67,014",6.79,"1,166",176,"68,180","1,948",3,4,0,2.86,6.52,"1,982","1,982",321,35,450,0,110,294,404,46,"1,983","63,799","1,948",22.7,89.78,32.17
5-Feb-21,Punjab,"3,004,196",0,"3,004,196","160,162",5.33,0,457,"160,162","4,854",9,5,0,3.03,6.82,"8,261","3,744",665,43,"1,082",373,300,277,577,132,"7,991","146,235","4,854",13.1,53.33,18.3
5-Feb-21,Sindh,"2,776,343","2,431","2,778,774","250,042",9,1,545,"250,043","4,066",6,1,0,1.63,7.79,"11,366","3,216",664,19,634,54,168,335,503,77,"18,591","226,752","4,066",5.58,79.34,12.2
6-Feb-21,AJK,"111,828",0,"111,828","9,199",8.23,0,39,"9,199",272,0,1,1,2.96,0,727,341,53,7,43,8,2,33,35,0,373,"8,511",272,5.91,81.4,22.82
6-Feb-21,Balochistan,"179,569",0,"179,569","18,859",10.5,0,10,"18,859",196,0,0,0,1.04,0,"1,103",827,82,1,2,0,0,2,2,0,101,"18,560",196,0.18,100,183.76
6-Feb-21,Gilgit Baltistan,"78,995",783,"79,778","4,912",6.16,4,1,"4,916",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,14,"4,795",102,1.46,100,342.5
6-Feb-21,Islamabad,"1,008,194","12,159","1,020,353","41,896",4.11,38,115,"41,934",478,0,0,0,1.14,0,668,564,81,5,131,13,36,59,95,23,"1,165","40,160",478,19.61,72.52,34.47
6-Feb-21,KP,"951,269","42,216","993,485","67,165",6.76,"1,173",158,"68,338","1,952",1,3,0,2.86,2.78,"1,904","1,904",322,44,419,0,103,280,383,36,"2,014","63,953","1,952",22.01,91.41,31.75
6-Feb-21,Punjab,"3,016,363",0,"3,016,363","160,580",5.32,0,418,"160,580","4,880",13,7,6,3.04,10.08,"8,261","3,744",665,70,"1,064",361,286,288,574,129,"7,521","147,115","4,880",12.88,53.95,19.56
6-Feb-21,Sindh,"2,788,913","2,431","2,791,344","250,647",8.98,10,605,"250,648","4,087",19,0,2,1.63,26.76,"11,366","3,216",664,17,631,66,162,332,494,71,"18,782","227,148","4,087",5.55,78.29,12.09
7-Feb-21,AJK,"112,013",0,"112,013","9,219",8.23,0,20,"9,219",272,0,0,0,2.95,0,727,341,53,2,41,7,5,29,34,0,376,"8,530",272,5.64,82.93,22.69
7-Feb-21,Balochistan,"180,115",0,"180,115","18,869",10.48,0,10,"18,869",196,0,0,0,1.04,0,"1,103",827,82,0,2,0,0,2,2,0,90,"18,581",196,0.18,100,206.46
7-Feb-21,Gilgit Baltistan,"79,316",793,"80,109","4,912",6.13,4,0,"4,916",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,14,"4,795",102,1.46,100,342.5
7-Feb-21,Islamabad,"1,012,446","12,190","1,024,636","41,956",4.09,38,60,"41,994",480,0,2,0,1.14,0,668,564,81,11,131,12,47,49,96,23,"1,142","40,241",480,19.61,73.28,35.24
7-Feb-21,KP,"956,288","43,056","999,344","67,341",6.74,"1,190",193,"68,531","1,957",0,5,0,2.86,0,"1,904","1,904",322,18,424,0,102,285,387,37,"2,038","64,112","1,957",22.27,91.27,31.46
7-Feb-21,Punjab,"3,028,172",0,"3,028,172","160,935",5.31,0,355,"160,935","4,900",13,4,3,3.04,9.56,"8,261","3,744",665,11,"1,043",354,287,266,553,136,"7,307","147,685","4,900",12.63,53.02,20.21
7-Feb-21,Sindh,"2,798,049","2,431","2,800,480","251,046",8.96,1,399,"251,047","4,119",29,2,1,1.64,42.03,"11,366","3,216",664,18,607,52,150,336,486,69,"18,763","227,558","4,119",5.34,80.07,12.13
8-Feb-21,AJK,"112,345",0,"112,345","9,238",8.22,0,19,"9,238",273,0,1,0,2.96,0,727,341,53,1,35,2,0,33,33,0,377,"8,553",273,4.81,94.29,22.69
8-Feb-21,Balochistan,"180,628",0,"180,628","18,877",10.45,0,8,"18,877",196,0,0,0,1.04,0,"1,103",827,82,0,1,0,0,1,1,0,87,"18,593",196,0.09,100,213.71
8-Feb-21,Gilgit Baltistan,"79,637",813,"80,450","4,914",6.11,4,2,"4,918",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,16,"4,795",102,1.46,100,299.69
8-Feb-21,Islamabad,"1,015,959","12,234","1,028,193","42,040",4.09,40,86,"42,080",480,0,0,0,1.14,0,668,564,81,22,130,10,50,48,98,22,"1,118","40,352",480,19.46,75.38,36.09
8-Feb-21,KP,"961,370","43,677","1,005,047","67,426",6.71,"1,199",94,"68,625","1,964",1,6,0,2.86,2.78,"1,904","1,904",322,27,412,0,91,285,376,36,"2,043","64,206","1,964",21.64,91.26,31.43
8-Feb-21,Punjab,"3,039,030",0,"3,039,030","161,347",5.31,0,412,"161,347","4,919",10,6,3,3.05,7.63,"8,261","3,744",665,43,"1,039",358,290,260,550,131,"6,893","148,496","4,919",12.58,52.94,21.54
8-Feb-21,Sindh,"2,808,254","2,431","2,810,685","251,433",8.95,1,387,"251,434","4,132",8,0,5,1.64,12.31,"11,366","3,216",664,21,597,52,150,330,480,65,"18,757","227,948","4,132",5.25,80.4,12.15
9-Feb-21,AJK,"112,776",0,"112,776","9,291",8.24,0,53,"9,291",273,0,0,0,2.94,0,727,341,53,6,40,3,4,33,37,0,396,"8,582",273,5.5,92.5,21.67
9-Feb-21,Balochistan,"181,239",0,"181,239","18,891",10.42,0,14,"18,891",197,0,0,1,1.04,0,"1,103",827,82,0,1,0,0,1,1,0,81,"18,612",197,0.09,100,229.78
9-Feb-21,Gilgit Baltistan,"79,998",813,"80,811","4,916",6.08,4,2,"4,920",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,16,"4,795",102,1.46,100,299.69
9-Feb-21,Islamabad,"1,020,371","12,250","1,032,621","42,148",4.08,40,108,"42,188",481,0,1,0,1.14,0,668,564,81,22,129,10,54,44,98,21,"1,129","40,449",481,19.31,75.97,35.83
9-Feb-21,KP,"965,532","44,525","1,010,057","67,566",6.69,"1,220",161,"68,786","1,970",2,4,0,2.86,6.06,"1,904","1,904",322,28,418,0,103,282,385,33,"1,745","64,653","1,970",21.95,92.11,37.05
9-Feb-21,Punjab,"3,050,303",0,"3,050,303","161,757",5.3,0,410,"161,757","4,948",17,8,4,3.06,12.5,"8,261","3,744",665,50,"1,027",360,273,258,531,136,"6,514","149,268","4,948",12.43,51.7,22.91
9-Feb-21,Sindh,"2,817,853","2,431","2,820,284","251,757",8.93,1,324,"251,758","4,157",21,1,3,1.65,31.82,"11,366","3,216",664,18,548,51,135,296,431,66,"18,463","228,592","4,157",4.82,78.65,12.38
10-Feb-21,AJK,"113,234",0,"113,234","9,334",8.24,0,43,"9,334",276,0,3,0,2.96,0,727,341,53,5,39,5,5,29,34,0,405,"8,614",276,5.36,87.18,21.27
10-Feb-21,Balochistan,"181,712",0,"181,712","18,898",10.4,0,7,"18,898",197,0,0,0,1.04,0,"1,103",827,82,0,1,0,0,1,1,0,81,"18,619",197,0.09,100,229.86
10-Feb-21,Gilgit Baltistan,"80,344",827,"81,171","4,919",6.06,4,3,"4,923",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,17,"4,799",102,1.46,100,282.29
10-Feb-21,Islamabad,"1,025,087","12,281","1,037,368","42,238",4.07,41,91,"42,279",481,0,0,0,1.14,0,668,564,81,16,131,7,52,53,105,19,"1,151","40,516",481,19.61,80.15,35.2
10-Feb-21,KP,"971,352","45,771","1,017,123","67,730",6.66,"1,242",186,"68,972","1,976",0,6,0,2.86,0,"1,981","1,981",322,22,433,0,108,287,395,38,"1,630","64,933","1,976",21.86,91.22,39.84
10-Feb-21,Punjab,"3,063,636",0,"3,063,636","162,391",5.3,0,634,"162,391","4,982",17,11,6,3.07,11.81,"8,261","3,744",665,60,"1,010",365,259,242,501,144,"6,413","149,987","4,982",12.23,49.6,23.39
10-Feb-21,Sindh,"2,828,868","2,431","2,831,299","252,295",8.91,1,538,"252,296","4,171",9,2,3,1.65,13.64,"11,366","3,216",664,22,570,52,139,313,452,66,"18,339","229,215","4,171",5.01,79.3,12.5
11-Feb-21,AJK,"113,748",0,"113,748","9,359",8.23,0,25,"9,359",279,0,3,0,2.98,0,727,341,53,7,42,5,3,34,37,0,401,"8,637",279,5.78,88.1,21.54
11-Feb-21,Balochistan,"182,307",0,"182,307","18,916",10.38,0,18,"18,916",197,0,0,0,1.04,0,"1,103",827,82,1,2,0,0,2,2,0,88,"18,629",197,0.18,100,211.69
11-Feb-21,Gilgit Baltistan,"80,697",849,"81,546","4,925",6.04,4,6,"4,929",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,19,"4,803",102,1.46,100,252.79
11-Feb-21,Islamabad,"1,030,462","12,303","1,042,765","42,359",4.06,42,122,"42,401",483,0,2,0,1.14,0,668,564,81,28,140,0,68,51,119,21,"1,212","40,599",483,20.96,85,33.5
11-Feb-21,KP,"976,768","46,635","1,023,403","67,901",6.63,"1,263",192,"69,164","1,980",0,4,0,2.86,0,"1,981","1,981",322,25,404,0,97,274,371,33,"1,535","65,213","1,980",20.39,91.83,42.48
11-Feb-21,Punjab,"3,074,909",0,"3,074,909","162,875",5.3,0,484,"162,875","4,994",9,3,0,3.07,6.47,"8,261","3,744",665,111,"1,004",362,255,248,503,139,"6,239","150,638","4,994",12.15,50.1,24.14
11-Feb-21,Sindh,"2,839,714","2,431","2,842,145","252,718",8.89,1,423,"252,719","4,183",8,0,4,1.66,11.76,"11,366","3,216",664,20,565,52,142,303,445,68,"18,325","229,645","4,183",4.97,78.76,12.53
12-Feb-21,AJK,"114,255",0,"114,255","9,408",8.23,0,49,"9,408",281,0,2,0,2.99,0,727,341,53,7,40,4,3,33,36,0,417,"8,670",281,5.5,90,20.79
12-Feb-21,Balochistan,"182,781",0,"182,781","18,924",10.35,0,8,"18,924",198,0,1,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,91,"18,634",198,0.09,100,204.77
12-Feb-21,Gilgit Baltistan,"81,056",859,"81,915","4,933",6.02,4,8,"4,937",102,0,0,0,2.07,0,343,171,40,0,5,0,3,2,5,0,25,"4,805",102,1.46,100,192.2
12-Feb-21,Islamabad,"1,035,509","12,321","1,047,830","42,471",4.05,42,112,"42,513",484,0,1,0,1.14,0,668,564,81,20,140,0,64,53,117,23,"1,215","40,674",484,20.96,83.57,33.48
12-Feb-21,KP,"982,665","47,617","1,030,282","68,089",6.61,"1,297",222,"69,386","1,986",1,5,0,2.86,2.94,"1,981","1,981",322,36,411,0,99,278,377,34,"1,640","65,349","1,986",20.75,91.73,39.85
12-Feb-21,Punjab,"3,089,736",0,"3,089,736","163,367",5.29,0,492,"163,367","5,026",20,9,3,3.08,14.39,"8,261","3,744",665,79,"1,010",398,225,248,473,139,"6,347","150,984","5,026",12.23,46.83,23.79
12-Feb-21,Sindh,"2,850,393","2,431","2,852,824","253,089",8.87,1,371,"253,090","4,199",16,0,0,1.66,25.4,"11,366","3,216",664,16,536,49,131,293,424,63,"13,771","234,584","4,199",4.72,79.1,17.03
13-Feb-21,AJK,"114,820",0,"114,820","9,448",8.23,0,40,"9,448",281,0,0,0,2.97,0,727,341,53,2,37,4,3,30,33,0,436,"8,694",281,5.09,89.19,19.94
13-Feb-21,Balochistan,"183,482",0,"183,482","18,929",10.32,0,5,"18,929",199,0,1,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,91,"18,638",199,0.09,100,204.81
13-Feb-21,Gilgit Baltistan,"81,410",875,"82,285","4,936",6,4,3,"4,940",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,28,"4,805",102,1.46,100,171.61
13-Feb-21,Islamabad,"1,038,971","12,344","1,051,315","42,547",4.05,43,77,"42,590",485,0,1,0,1.14,0,668,564,81,19,142,0,63,55,118,24,"1,227","40,736",485,21.26,83.1,33.2
13-Feb-21,KP,"987,909","48,557","1,036,466","68,453",6.6,"1,325",392,"69,778","1,991",2,3,0,2.85,5.88,"1,981","1,981",322,28,403,0,98,271,369,34,"1,864","65,520","1,991",20.34,91.56,35.15
13-Feb-21,Punjab,"3,102,322",0,"3,102,322","163,833",5.28,0,466,"163,833","5,037",3,6,2,3.07,2.1,"8,261","3,744",665,85,"1,013",366,246,258,504,143,"6,232","151,551","5,037",12.26,49.75,24.32
13-Feb-21,Sindh,"2,860,977","2,431","2,863,408","253,510",8.85,1,421,"253,511","4,212",10,0,3,1.66,15.87,"11,366","3,216",664,17,524,53,117,291,408,63,"13,632","235,143","4,212",4.61,77.86,17.25
14-Feb-21,AJK,"115,305",0,"115,305","9,487",8.23,0,39,"9,487",281,0,0,0,2.96,0,727,341,53,2,39,3,6,30,36,0,442,"8,725",281,5.36,92.31,19.74
14-Feb-21,Balochistan,"183,872",0,"183,872","18,942",10.3,0,13,"18,942",199,0,0,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,87,"18,655",199,0.09,100,214.43
14-Feb-21,Gilgit Baltistan,"81,740",893,"82,633","4,936",5.97,4,0,"4,940",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,28,"4,805",102,1.46,100,171.61
14-Feb-21,Islamabad,"1,041,859","13,213","1,055,072","42,644",4.04,44,98,"42,688",486,0,1,0,1.14,0,668,564,81,4,137,8,60,45,105,24,"1,265","40,800",486,20.51,76.64,32.25
14-Feb-21,KP,"993,297","49,415","1,042,712","68,641",6.58,"1,349",212,"69,990","1,995",0,4,0,2.85,0,"1,981","1,981",322,148,416,0,107,273,380,36,"1,933","65,646","1,995",21,91.35,33.96
14-Feb-21,Punjab,"3,113,863",0,"3,113,863","164,268",5.28,0,435,"164,268","5,051",4,9,1,3.07,2.8,"8,261","3,744",665,53,"1,013",370,246,254,500,143,"6,308","151,896","5,051",12.26,49.36,24.08
14-Feb-21,Sindh,"2,870,229","2,431","2,872,660","253,761",8.83,1,251,"253,762","4,219",2,1,4,1.66,3.51,"11,366","3,216",664,15,504,54,118,275,393,57,"13,569","235,470","4,219",4.43,77.98,17.35
15-Feb-21,AJK,"115,760",0,"115,760","9,532",8.23,0,45,"9,532",283,0,2,0,2.97,0,727,341,53,1,37,7,6,24,30,0,454,"8,758",283,5.09,81.08,19.29
15-Feb-21,Balochistan,"184,309",0,"184,309","18,946",10.28,0,4,"18,946",199,0,0,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,88,"18,658",199,0.09,100,212.02
