Date,Province,Test Total Tests Conducted till date,Rapid Total Tests Conducted till date,Grand Total Tests Conducted till date,PCases Cumulative,Test Positivity Ratio,Acases Cumulative,Grand Total Cases in Last 24 hours,Grand Total Cases till date,Death Cumulative / Total Deaths,Died in Hospital On Ventilator,Died in Hospital Off Ventilator,,Fetaility Ratio,Ventilator Fetality Ratio,Clinic Total No. Of Beds Allocated for COVID Patients,Clinic Total No. of Beds with Oxygen Facility allocated for COVID Patients,Clinic Total No. Of Ventilators allocated for COVID Patients,Clinic Patients Admitted in last 24 Hours,Clinic Total No. Of COVID Patients currently Admitted,Clinic Total No of Patients Clinically Stable,Clinic On Low Flow Oxygen,Clinic On High Flow Oxygen,Clinic Total (on Oxygen),Clinic Total No. of Patients currently on Ventilator,Clinic Total No of Patients in Quarantine at Home or Elsewhere,Clinic Total Numbers Recovered and Discharged so far,DEATH_TOTAL_COL,Healtcare Stress Index,Oxygen Dependency Ratio,Recovery Velocity
5-Apr-22,Balochistan,"452,722","83,839","536,561","34,187",6.37,"1,291",0,"35,478",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,7,"35,093",378,0,0,5013.29
5-Apr-22,Gilgit Baltistan,"225,416","28,754","254,170","11,007",4.33,708,1,"11,715",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,27,"11,496",191,0.27,100,425.78
5-Apr-22,Islamabad,"2,698,904","84,453","2,783,357","133,505",4.8,"1,598",4,"135,103","1,023",0,0,0,0.76,0,534,466,68,2,18,0,3,13,16,2,78,"133,984","1,023",3.37,88.89,1717.74
5-Apr-22,KP,"3,650,977","1,001,002","4,651,979","185,980",4,"33,193",27,"219,173","6,322",0,0,0,2.88,0,"3,457","3,457",374,12,58,0,25,27,52,6,450,"212,343","6,322",1.68,89.66,471.87
5-Apr-22,Punjab,"10,718,193",0,"10,718,193","505,224",4.71,0,38,"505,224","13,558",,,,2.68,0,"5,384","3,820",680,20,162,10,51,73,124,28,959,"490,545","13,558",3.01,76.54,511.52
5-Apr-22,Sindh,"8,183,114","97,672","8,280,786","572,744",6.92,"3,205",77,"575,949","8,097",0,0,0,1.41,0,"11,366","3,180",676,10,80,0,31,42,73,7,"7,235","560,537","8,097",0.7,91.25,77.48
6-Apr-22,AJK,"329,001","80,031","409,032","37,637",9.2,"5,646",2,"43,283",792,0,0,0,1.83,0,727,341,62,0,1,0,0,1,1,0,20,"42,470",792,0.14,100,2123.5
6-Apr-22,Balochistan,"452,836","83,865","536,701","34,188",6.37,"1,291",1,"35,479",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,8,"35,093",378,0,0,4386.63
6-Apr-22,Gilgit Baltistan,"225,612","29,069","254,681","11,008",4.32,708,1,"11,716",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,28,"11,496",191,0.27,100,410.57
6-Apr-22,Islamabad,"2,700,059","84,495","2,784,554","133,512",4.79,"1,598",7,"135,110","1,023",0,0,0,0.76,0,534,466,68,2,9,0,4,2,6,3,84,"133,994","1,023",1.69,66.67,1595.17
6-Apr-22,KP,"3,655,287","1,003,711","4,658,998","186,005",3.99,"33,196",28,"219,201","6,322",0,0,0,2.88,0,"3,457","3,457",374,5,54,0,27,22,49,5,437,"212,388","6,322",1.56,90.74,486.01
6-Apr-22,Punjab,"10,734,506",0,"10,734,506","505,267",4.71,0,43,"505,267","13,558",,,,2.68,0,"5,383","3,819",680,15,160,14,44,76,120,26,993,"490,556","13,558",2.97,75,494.01
6-Apr-22,Sindh,"8,186,723","97,672","8,284,395","572,832",6.91,"3,205",88,"576,037","8,097",0,0,0,1.41,0,"11,366","3,180",676,11,82,2,31,42,73,7,"7,321","560,537","8,097",0.72,89.02,76.57
7-Apr-22,AJK,"329,124","80,169","409,293","37,638",9.2,"5,648",3,"43,286",792,0,0,0,1.83,0,727,341,62,0,1,0,0,1,1,0,19,"42,474",792,0.14,100,2235.47
7-Apr-22,Balochistan,"453,012","83,908","536,920","34,188",6.37,"1,291",0,"35,479",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,6,"35,095",378,0,0,5849.17
7-Apr-22,Gilgit Baltistan,"225,821","29,298","255,119","11,009",4.32,708,1,"11,717",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,27,"11,498",191,0.27,100,425.85
7-Apr-22,Islamabad,"2,700,950","84,616","2,785,566","133,514",4.79,"1,598",2,"135,112","1,023",0,0,0,0.76,0,534,466,68,1,9,0,4,3,7,2,77,"134,003","1,023",1.69,77.78,1740.3
7-Apr-22,KP,"3,659,822","1,006,073","4,665,895","186,023",3.99,"33,200",22,"219,223","6,322",0,0,0,2.88,0,"3,457","3,457",374,20,64,0,30,25,55,9,425,"212,412","6,322",1.85,85.94,499.79
7-Apr-22,Punjab,"10,748,745",0,"10,748,745","505,307",4.7,0,40,"505,307","13,558",,,,2.68,0,"5,383","3,810",680,19,157,18,45,71,116,23,998,"490,594","13,558",2.92,73.89,491.58
7-Apr-22,Sindh,"8,190,660","97,672","8,288,332","572,905",6.91,"3,205",73,"576,110","8,097",0,0,0,1.41,0,"11,366","3,180",676,9,66,0,23,35,58,8,"7,373","560,574","8,097",0.58,87.88,76.03
8-Apr-22,AJK,"329,236","80,299","409,535","37,641",9.19,"5,653",8,"43,294",792,0,0,0,1.83,0,727,341,62,0,1,0,0,1,1,0,24,"42,477",792,0.14,100,1769.88
8-Apr-22,Balochistan,"453,127","83,930","537,057","34,189",6.37,"1,291",1,"35,480",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,5,"35,097",378,0,0,7019.4
8-Apr-22,Gilgit Baltistan,"226,001","29,595","255,596","11,010",4.31,708,1,"11,718",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,28,"11,498",191,0.27,100,410.64
8-Apr-22,Gilgit Baltistan,"226,001","29,595","255,596","11,010",4.31,708,1,"11,718",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,28,"11,498",191,0.27,100,410.64
8-Apr-22,Islamabad,"2,701,767","84,647","2,786,414","133,520",4.79,"1,599",7,"135,119","1,023",0,0,0,0.76,0,534,466,68,0,6,0,1,5,6,0,78,"134,012","1,023",1.12,100,1718.1
8-Apr-22,KP,"3,663,443","1,008,138","4,671,581","186,032",3.98,"33,206",15,"219,238","6,322",0,0,0,2.88,0,"3,457","3,457",374,6,64,0,29,26,55,9,429,"212,423","6,322",1.85,85.94,495.16
8-Apr-22,Punjab,"10,763,820",0,"10,763,820","505,332",4.69,0,25,"505,332","13,558",,,,2.68,0,"5,383","3,819",680,23,143,9,40,68,108,26,999,"490,632","13,558",2.66,75.52,491.12
8-Apr-22,Sindh,"8,193,498","97,752","8,291,250","573,086",6.91,"3,205",181,"576,291","8,097",0,0,0,1.41,0,"11,366","3,180",676,8,66,0,23,35,58,8,"7,538","560,590","8,097",0.58,87.88,74.37
9-Apr-22,AJK,"329,355","80,412","409,767","37,642",9.19,"5,653",1,"43,295",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,22,"42,480",792,0.14,100,1930.91
9-Apr-22,Balochistan,"453,354","83,955","537,309","34,189",6.36,"1,291",0,"35,480",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,4,"35,098",378,0,0,8774.5
9-Apr-22,Gilgit Baltistan,"226,154","29,965","256,119","11,010",4.3,708,0,"11,718",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,29,"11,498",191,0,0,396.48
9-Apr-22,Islamabad,"2,702,644","84,690","2,787,334","133,527",4.79,"1,599",7,"135,126","1,023",0,0,0,0.76,0,534,466,68,2,6,0,1,5,6,0,76,"134,021","1,023",1.12,100,1763.43
9-Apr-22,KP,"3,667,427","1,010,772","4,678,199","186,044",3.98,"33,213",19,"219,257","6,322",0,0,0,2.88,0,"3,457","3,457",374,17,71,0,33,29,62,9,411,"212,453","6,322",2.05,87.32,516.92
9-Apr-22,Punjab,"10,778,282",0,"10,778,282","505,372",4.69,0,40,"505,372","13,558",,,,2.68,0,"5,333","3,794",655,15,142,13,34,68,102,27,"1,012","490,660","13,558",2.66,71.83,484.84
9-Apr-22,Sindh,"8,195,719","97,866","8,293,585","573,114",6.91,"3,206",29,"576,320","8,097",0,0,0,1.4,0,"11,366","3,180",676,8,66,0,23,35,58,8,"7,547","560,610","8,097",0.58,87.88,74.28
10-Apr-22,AJK,"329,435","80,524","409,959","37,644",9.18,"5,657",6,"43,301",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,24,"42,484",792,0.14,100,1770.17
10-Apr-22,Balochistan,"453,496","84,014","537,510","34,189",6.36,"1,291",0,"35,480",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,4,"35,098",378,0,0,8774.5
10-Apr-22,Gilgit Baltistan,"226,306","30,210","256,516","11,011",4.29,708,1,"11,719",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,30,"11,498",191,0,0,383.27
10-Apr-22,Islamabad,"2,703,322","84,709","2,788,031","133,528",4.79,"1,599",1,"135,127","1,023",0,0,0,0.76,0,534,466,68,1,6,0,0,6,6,0,69,"134,029","1,023",1.12,100,1942.45
10-Apr-22,KP,"3,670,448","1,012,575","4,683,023","186,046",3.97,"33,227",16,"219,273","6,322",0,0,0,2.88,0,"3,457","3,457",374,4,66,0,28,29,57,9,407,"212,478","6,322",1.91,86.36,522.06
10-Apr-22,Punjab,"10,792,162",0,"10,792,162","505,412",4.68,0,40,"505,412","13,558",,,,2.68,0,"5,333","3,794",655,11,145,15,37,70,107,23,"1,032","490,677","13,558",2.72,73.79,475.46
10-Apr-22,Sindh,"8,197,939","97,980","8,295,919","573,143",6.91,"3,211",34,"576,354","8,097",0,0,0,1.4,0,"11,366","3,180",676,7,66,0,23,35,58,8,"7,576","560,615","8,097",0.58,87.88,74
11-Apr-22,AJK,"329,543","80,562","410,105","37,644",9.18,"5,657",0,"43,301",792,0,0,0,1.83,0,727,341,62,1,2,0,2,0,2,0,20,"42,487",792,0.28,100,2124.35
11-Apr-22,Balochistan,"453,602","84,054","537,656","34,189",6.36,"1,291",0,"35,480",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,3,"35,099",378,0,0,11699.67
11-Apr-22,Gilgit Baltistan,"226,464","30,506","256,970","11,012",4.29,708,1,"11,720",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,28,"11,501",191,0,0,410.75
11-Apr-22,Islamabad,"2,704,019","84,725","2,788,744","133,531",4.79,"1,599",3,"135,130","1,023",0,0,0,0.76,0,534,466,68,1,7,0,0,7,7,0,64,"134,036","1,023",1.31,100,2094.31
11-Apr-22,KP,"3,672,355","1,014,161","4,686,516","186,051",3.97,"33,231",9,"219,282","6,322",0,0,0,2.88,0,"3,457","3,457",374,8,68,0,28,31,59,9,401,"212,491","6,322",1.97,86.76,529.9
11-Apr-22,Punjab,"10,806,516",0,"10,806,516","505,435",4.68,0,23,"505,435","13,559",0,1,0,2.68,0,"5,333","3,794",655,10,137,13,37,65,102,22,"1,056","490,683","13,559",2.57,74.45,464.66
11-Apr-22,Sindh,"8,199,984","98,066","8,298,050","573,168",6.91,"3,212",26,"576,380","8,097",0,0,0,1.4,0,"11,366","3,180",676,8,68,0,27,35,62,6,"7,552","560,663","8,097",0.6,91.18,74.24
12-Apr-22,AJK,"329,660","80,674","410,334","37,644",9.17,"5,657",0,"43,301",792,0,0,0,1.83,0,727,341,62,0,2,0,2,0,2,0,17,"42,490",792,0.28,100,2499.41
12-Apr-22,Balochistan,"453,675","84,102","537,777","34,189",6.36,"1,291",0,"35,480",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,1,"35,101",378,0,0,35101
12-Apr-22,Islamabad,"2,705,345","84,759","2,790,104","133,540",4.79,"1,599",9,"135,139","1,023",0,0,0,0.76,0,534,466,68,0,7,0,0,7,7,0,67,"134,042","1,023",1.31,100,2000.63
12-Apr-22,KP,"3,674,207","1,016,200","4,690,407","186,060",3.97,"33,236",14,"219,296","6,322",0,0,0,2.88,0,"3,457","3,457",374,14,66,0,28,30,58,8,386,"212,522","6,322",1.91,87.88,550.58
12-Apr-22,Punjab,"10,820,566",0,"10,820,566","505,486",4.67,0,51,"505,486","13,559",,,,2.68,0,"5,333","3,794",655,14,140,21,37,63,100,19,"1,103","490,684","13,559",2.63,71.43,444.86
12-Apr-22,Gilgit Baltistan,"226,645","30,727","257,372","11,012",4.28,708,0,"11,720",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,25,"11,504",191,0,0,460.16
12-Apr-22,Sindh,"8,201,215","98,066","8,299,281","573,195",6.91,"3,212",27,"576,407","8,097",0,0,0,1.4,0,"11,366","3,180",676,8,68,0,27,35,62,6,"7,512","560,730","8,097",0.6,91.18,74.64
13-Apr-22,AJK,"329,770","80,770","410,540","37,645",9.17,"5,658",2,"43,303",792,0,0,0,1.83,0,727,341,62,0,2,0,2,0,2,0,16,"42,493",792,0.28,100,2655.81
13-Apr-22,Balochistan,"453,855","84,138","537,993","34,190",6.36,"1,291",1,"35,481",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,2,"35,101",378,0,0,17550.5
13-Apr-22,Gilgit Baltistan,"226,783","30,947","257,730","11,014",4.27,708,2,"11,722",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,27,"11,504",191,0,0,426.07
13-Apr-22,Islamabad,"2,706,690","84,783","2,791,473","133,542",4.78,"1,599",2,"135,141","1,023",0,0,0,0.76,0,534,466,68,1,7,0,0,7,7,0,65,"134,046","1,023",1.31,100,2062.25
13-Apr-22,KP,"3,677,244","1,018,499","4,695,743","186,068",3.96,"33,240",12,"219,308","6,322",0,0,0,2.88,0,"3,457","3,457",374,9,61,0,23,30,53,8,384,"212,541","6,322",1.76,86.89,553.49
13-Apr-22,Punjab,"10,834,625",0,"10,834,625","505,528",4.67,0,42,"505,528","13,559",,,,2.68,0,"5,315","3,794",637,9,142,21,42,61,103,18,"1,107","490,720","13,559",2.67,72.54,443.29
13-Apr-22,Sindh,"8,204,371","98,158","8,302,529","573,256",6.9,"3,213",62,"576,469","8,097",0,0,0,1.4,0,"11,366","3,180",676,6,68,0,28,36,64,4,"7,565","560,739","8,097",0.6,94.12,74.12
14-Apr-22,AJK,"329,860","80,850","410,710","37,645",9.17,"5,659",1,"43,304",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,14,"42,497",792,0.14,100,3035.5
14-Apr-22,Balochistan,"454,029","84,172","538,201","34,190",6.35,"1,291",0,"35,481",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,1,"35,102",378,0,0,35102
14-Apr-22,Gilgit Baltistan,"226,935","31,187","258,122","11,015",4.27,708,1,"11,723",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,28,"11,504",191,0,0,410.86
14-Apr-22,Islamabad,"2,707,543","84,805","2,792,348","133,549",4.78,"1,599",7,"135,148","1,023",0,0,0,0.76,0,534,466,68,0,6,0,0,6,6,0,69,"134,050","1,023",1.12,100,1942.75
14-Apr-22,KP,"3,681,422","1,020,631","4,702,053","186,091",3.96,"33,242",25,"219,333","6,322",0,0,0,2.88,0,"3,457","3,457",374,8,55,0,19,28,47,8,373,"212,583","6,322",1.59,85.45,569.93
14-Apr-22,Punjab,"10,848,792",0,"10,848,792","505,586",4.66,0,58,"505,586","13,559",,,,2.68,0,"5,333","3,724",655,9,118,12,32,55,87,19,"1,151","490,758","13,559",2.21,73.73,426.38
14-Apr-22,Sindh,"8,206,400","98,246","8,304,646","573,286",6.9,"3,214",31,"576,500","8,098",1,0,0,1.4,25,"11,366","3,180",676,5,68,0,28,36,64,4,"5,013","563,321","8,098",0.6,94.12,112.37
15-Apr-22,AJK,"329,963","80,875","410,838","37,645",9.16,"5,659",0,"43,304",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,11,"42,500",792,0.14,100,3863.64
15-Apr-22,Balochistan,"454,289","84,217","538,506","34,192",6.35,"1,291",2,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,3,"35,102",378,0,0,11700.67
15-Apr-22,Gilgit Baltistan,"227,081","31,387","258,468","11,015",4.26,708,0,"11,723",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,28,"11,504",191,0,0,410.86
15-Apr-22,Islamabad,"2,708,221","84,830","2,793,051","133,549",4.78,"1,599",0,"135,148","1,023",0,0,0,0.76,0,534,466,68,3,8,1,1,6,7,0,63,"134,054","1,023",1.5,87.5,2127.84
15-Apr-22,KP,"3,685,043","1,023,364","4,708,407","186,106",3.95,"33,256",29,"219,362","6,322",0,0,0,2.88,0,"3,457","3,457",374,16,57,0,21,28,49,8,356,"212,627","6,322",1.65,85.96,597.27
15-Apr-22,Punjab,"10,864,170",0,"10,864,170","505,614",4.65,0,28,"505,614","13,559",,,,2.68,0,"5,241","3,724",637,13,87,10,22,37,59,18,"1,149","490,819","13,559",1.66,67.82,427.17
15-Apr-22,Sindh,"8,208,549","98,246","8,306,795","573,303",6.9,"3,214",17,"576,517","8,098",0,0,0,1.4,0,"11,366","3,180",676,6,69,0,31,34,65,4,"4,009","564,341","8,098",0.61,94.2,140.77
16-Apr-22,AJK,"330,053","80,972","411,025","37,645",9.16,"5,661",2,"43,306",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,12,"42,501",792,0.14,100,3541.75
16-Apr-22,Balochistan,"454,513","84,242","538,755","34,192",6.35,"1,291",0,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,3,"35,102",378,0,0,11700.67
16-Apr-22,Gilgit Baltistan,"227,298","31,728","259,026","11,016",4.25,713,6,"11,729",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,13,"11,525",191,0,0,886.54
16-Apr-22,Islamabad,"2,708,896","84,868","2,793,764","133,551",4.78,"1,599",2,"135,150","1,023",0,0,0,0.76,0,534,466,68,1,6,0,2,4,6,0,63,"134,058","1,023",1.12,100,2127.9
16-Apr-22,KP,"3,688,673","1,025,313","4,713,986","186,112",3.95,"33,259",9,"219,371","6,322",0,0,0,2.88,0,"3,457","3,457",374,9,58,,24,26,50,8,352,"212,639","6,322",1.68,86.21,604.09
16-Apr-22,Punjab,"10,878,398",0,"10,878,398","505,660",4.65,0,46,"505,660","13,559",,,,2.68,0,"5,161","3,674",607,13,86,7,20,43,63,16,"1,155","490,860","13,559",1.67,73.26,424.99
16-Apr-22,Sindh,"8,210,376","98,330","8,308,706","573,334",6.9,"3,215",32,"576,549","8,098",0,0,0,1.4,0,"11,366","3,180",676,6,69,0,31,34,65,4,"1,461","566,921","8,098",0.61,94.2,388.04
17-Apr-22,AJK,"330,118","81,036","411,154","37,645",9.16,"5,661",0,"43,306",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,10,"42,503",792,0.14,100,4250.3
17-Apr-22,Balochistan,"454,602","84,295","538,897","34,192",6.34,"1,291",0,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,3,"35,102",378,0,0,11700.67
17-Apr-22,Gilgit Baltistan,"227,471","32,073","259,544","11,016",4.24,719,6,"11,735",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,19,"11,525",191,0,0,606.58
17-Apr-22,Islamabad,"2,709,522","84,873","2,794,395","133,557",4.78,"1,600",7,"135,157","1,023",0,0,0,0.76,0,534,466,68,0,4,0,1,3,4,0,68,"134,062","1,023",0.75,100,1971.5
17-Apr-22,KP,"3,691,178","1,027,038","4,718,216","186,118",3.94,"33,267",14,"219,385","6,323",0,1,0,2.88,0,"3,457","3,457",374,4,58,0,24,26,50,8,359,"212,645","6,323",1.68,86.21,592.33
17-Apr-22,Punjab,"10,893,203",0,"10,893,203","505,690",4.64,0,30,"505,690","13,559",,,,2.68,0,"5,161","3,674",607,6,90,13,19,41,60,17,"1,137","490,904","13,559",1.74,66.67,431.75
17-Apr-22,Sindh,"8,212,202","98,410","8,310,612","573,354",6.9,"3,216",21,"576,570","8,098",0,0,0,1.4,0,"11,366","3,180",676,5,69,0,31,34,65,4,"1,482","566,921","8,098",0.61,94.2,382.54
18-Apr-22,AJK,"330,174","81,071","411,245","37,645",9.15,"5,661",0,"43,306",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,8,"42,505",792,0.14,100,5313.13
18-Apr-22,Balochistan,"454,697","84,336","539,033","34,192",6.34,"1,291",0,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,3,"35,102",378,0,0,11700.67
18-Apr-22,Gilgit Baltistan,"227,639","32,477","260,116","11,017",4.24,719,1,"11,736",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,20,"11,525",191,0,0,576.25
18-Apr-22,Islamabad,"2,710,049","84,900","2,794,949","133,559",4.78,"1,600",2,"135,159","1,023",0,0,0,0.76,0,534,466,68,0,2,0,0,2,2,0,69,"134,065","1,023",0.37,100,1942.97
18-Apr-22,KP,"3,693,072","1,028,226","4,721,298","186,119",3.94,"33,270",4,"219,389","6,323",0,0,0,2.88,0,"3,457","3,457",374,9,59,0,22,29,51,8,358,"212,649","6,323",1.71,86.44,593.99
18-Apr-22,Punjab,"10,904,507",0,"10,904,507","505,720",4.64,0,30,"505,720","13,559",,,,2.68,0,"5,158","3,671",607,6,95,17,17,46,63,15,"1,132","490,934","13,559",1.84,66.32,433.69
18-Apr-22,Sindh,"8,214,991","98,445","8,313,436","573,402",6.9,"3,216",48,"576,618","8,098",0,0,0,1.4,0,"11,366","3,180",676,4,69,0,31,34,65,4,"1,524","566,927","8,098",0.61,94.2,372
19-Apr-22,AJK,"330,265","81,129","411,394","37,645",9.15,"5,661",0,"43,306",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,7,"42,506",792,0.14,100,6072.29
19-Apr-22,Balochistan,"454,738","84,351","539,089","34,192",6.34,"1,291",0,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,3,"35,102",378,0,0,11700.67
19-Apr-22,Gilgit Baltistan,"227,812","32,833","260,645","11,017",4.23,719,0,"11,736",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,17,"11,528",191,0,0,678.12
19-Apr-22,Islamabad,"2,711,596","84,929","2,796,525","133,565",4.78,"1,600",6,"135,165","1,023",0,0,0,0.76,0,534,466,68,1,2,0,0,2,2,0,71,"134,069","1,023",0.37,100,1888.3
19-Apr-22,KP,"3,696,128","1,030,560","4,726,688","186,125",3.94,"33,272",8,"219,397","6,323",0,0,0,2.88,0,"3,457","3,457",374,12,56,0,23,25,48,8,331,"212,687","6,323",1.62,85.71,642.56
19-Apr-22,Punjab,"10,916,428",0,"10,916,428","505,757",4.63,0,37,"505,757","13,560",,1,,2.68,0,"5,078","3,598",606,15,100,13,22,47,69,18,"1,127","490,970","13,560",1.97,69,435.64
19-Apr-22,Sindh,"8,216,613","98,480","8,315,093","573,424",6.9,"3,218",24,"576,642","8,101",3,0,0,1.4,75,"11,366","3,180",676,4,69,0,30,35,65,4,"1,538","566,934","8,101",0.61,94.2,368.62
20-Apr-22,AJK,"330,331","81,204","411,535","37,645",9.15,"5,661",0,"43,306",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,6,"42,507",792,0.14,100,7084.5
20-Apr-22,Balochistan,"454,845","84,386","539,231","34,192",6.34,"1,291",0,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,2,"35,103",378,0,0,17551.5
20-Apr-22,Gilgit Baltistan,"227,937","33,028","260,965","11,018",4.22,719,1,"11,737",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,18,"11,528",191,0,0,640.44
20-Apr-22,Islamabad,"2,712,917","84,956","2,797,873","133,565",4.77,"1,600",0,"135,165","1,023",0,0,0,0.76,0,534,466,68,2,4,0,1,2,3,1,65,"134,073","1,023",0.75,75,2062.66
20-Apr-22,KP,"3,699,734","1,032,972","4,732,706","186,133",3.93,"33,278",14,"219,411","6,323",0,0,0,2.88,0,"3,457","3,457",374,9,53,0,19,26,45,8,336,"212,699","6,323",1.53,84.91,633.03
20-Apr-22,Punjab,"10,927,984",0,"10,927,984","505,810",4.63,0,53,"505,810","13,560",,,,2.68,0,"4,853","3,480",541,10,81,3,19,47,66,12,"1,147","491,022","13,560",1.67,81.48,428.09
20-Apr-22,Sindh,"8,218,904","98,568","8,317,472","573,458",6.89,"3,219",35,"576,677","8,101",0,0,0,1.4,0,"11,366","3,180",676,4,69,0,30,35,65,4,"1,569","566,938","8,101",0.61,94.2,361.34
21-Apr-22,AJK,"330,404","81,296","411,700","37,645",9.14,"5,663",2,"43,308",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,8,"42,507",792,0.14,100,5313.38
21-Apr-22,Balochistan,"454,926","84,415","539,341","34,192",6.34,"1,291",0,"35,483",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,1,"35,104",378,0,0,35104
21-Apr-22,Gilgit Baltistan,"228,070","33,185","261,255","11,018",4.22,719,0,"11,737",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,17,"11,529",191,0,0,678.18
21-Apr-22,Islamabad,"2,713,542","84,972","2,798,514","133,566",4.77,"1,602",3,"135,168","1,023",0,0,0,0.76,0,534,466,68,0,3,0,0,2,2,1,65,"134,077","1,023",0.56,66.67,2062.72
21-Apr-22,KP,"3,702,685","1,034,930","4,737,615","186,141",3.93,"33,281",11,"219,422","6,323",0,0,0,2.88,0,"3,457","3,457",374,5,46,0,16,22,38,8,346,"212,707","6,323",1.33,82.61,614.76
21-Apr-22,Punjab,"10,941,491",0,"10,941,491","505,857",4.62,0,47,"505,857","13,560",,,,2.68,0,"4,933","3,553",542,11,86,9,20,42,62,15,"1,143","491,068","13,560",1.74,72.09,429.63
21-Apr-22,Sindh,"8,220,450","98,633","8,319,083","573,474",6.89,"3,220",17,"576,694","8,101",0,0,0,1.4,0,"11,366","3,180",676,3,69,0,30,35,65,4,"1,583","566,941","8,101",0.61,94.2,358.14
22-Apr-22,AJK,"330,470","81,337","411,807","37,645",9.14,"5,663",0,"43,308",792,0,0,0,1.83,0,727,341,62,0,1,0,1,0,1,0,7,"42,508",792,0.14,100,6072.57
22-Apr-22,Balochistan,"455,047","84,447","539,494","34,193",6.34,"1,291",1,"35,484",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,1,"35,105",378,0,0,35105
22-Apr-22,Gilgit Baltistan,"228,189","33,355","261,544","11,018",4.21,719,0,"11,737",191,0,0,0,1.63,0,373,254,40,0,0,0,0,0,0,0,14,"11,532",191,0,0,823.71
22-Apr-22,Islamabad,"2,714,092","84,983","2,799,075","133,568",4.77,"1,602",2,"135,170","1,023",0,0,0,0.76,0,534,466,68,3,5,0,1,3,4,1,61,"134,081","1,023",0.94,80,2198.05
22-Apr-22,KP,"3,705,693","1,037,008","4,742,701","186,154",3.93,"33,283",15,"219,437","6,324",0,1,0,2.88,0,"3,457","3,457",374,11,52,0,20,24,44,8,352,"212,709","6,324",1.5,84.62,604.29
22-Apr-22,Punjab,"10,953,599",0,"10,953,599","505,904",4.62,0,47,"505,904","13,560",,,,2.68,0,"4,900","3,534",537,16,83,8,24,40,64,11,"1,144","491,117","13,560",1.69,77.11,429.3
22-Apr-22,Sindh,"8,221,992","98,633","8,320,625","573,491",6.89,"3,220",17,"576,711","8,101",0,0,0,1.4,0,"11,366","3,180",676,3,52,0,24,26,50,2,"1,612","566,946","8,101",0.46,96.15,351.7
